Landkreis;Crop;Variety;A_ha;P_per_A;P_t;Year
Maerkisch-Oderland;Getreide;Roggen;NA;NA;NA;2010
Maerkisch-Oderland;Getreide;Roggen und Wintermenggetreide;15995;44.8;71610;2010
Maerkisch-Oderland;Getreide;Sommergerste;509;35.6;1815;2010
Maerkisch-Oderland;Getreide;Triticale;3495;42.4;14829;2010
Maerkisch-Oderland;Getreide;Weizen zusammen;33458;58.7;196294;2010
Maerkisch-Oderland;Getreide;Wintergerste;6929;60.4;41882;2010
Maerkisch-Oderland;Getreide;Winterweizen einschl. Dinkel;31928;58.9;188077;2010
Maerkisch-Oderland;Hackfruechte;Kartoffeln zusammen;143;238.3;3403;2010
Maerkisch-Oderland;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2010
Maerkisch-Oderland;Hackfruechte;Zuckerrueben;1723;533.7;91973;2010
Maerkisch-Oderland;Huelsenfruechte;Erbsen;977;24. Jan;2350;2010
Maerkisch-Oderland;Huelsenfruechte;Lupinen;NA;10;NA;2010
Maerkisch-Oderland;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2010
Maerkisch-Oderland;Oelfruechte;Sonnenblumen;NA;NA;NA;2010
Maerkisch-Oderland;Oelfruechte;Winterraps;NA;NA;NA;2010
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;3565;26. Jan;9307;2010
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2010
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;620;47.6;2951;2010
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2010
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;8234;268.4;220984;2010
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;18184;43.4;78863;2010
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;3333;39.9;13282;2010
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2010
Oberhavel;Getreide;Brotgetreide zusammen;NA;NA;NA;2010
Oberhavel;Getreide;Futter- und Industriegetreide;NA;NA;NA;2010
Oberhavel;Getreide;Gerste zusammen;3360;54.4;18281;2010
Oberhavel;Getreide;Getreide insgesamt;22520;43.6;98199;2010
Oberhavel;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2010
Oberhavel;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);22111;43.7;96672;2010
Oberhavel;Getreide;Hafer;799;37.4;2990;2010
Oberhavel;Getreide;Koernermais (einschl. Corn-Cob-Mix);409;37.3;1527;2010
Oberhavel;Getreide;Roggen;NA;NA;NA;2010
Oberhavel;Getreide;Roggen und Wintermenggetreide;10576;37.2;39382;2010
Oberhavel;Getreide;Sommergerste;188;NA;NA;2010
Oberhavel;Getreide;Triticale;4585;44.5;20419;2010
Oberhavel;Getreide;Weizen zusammen;2774;56.2;15583;2010
Oberhavel;Getreide;Wintergerste;3172;NA;NA;2010
Oberhavel;Getreide;Winterweizen einschl. Dinkel;2724;56.6;15415;2010
Oberhavel;Hackfruechte;Kartoffeln zusammen;323;236.3;7629;2010
Oberhavel;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2010
Oberhavel;Hackfruechte;Zuckerrueben;NA;NA;NA;2010
Oberhavel;Huelsenfruechte;Erbsen;NA;21. Mai;NA;2010
Oberhavel;Huelsenfruechte;Lupinen;686;09. Sep;681;2010
Oberhavel;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2010
Oberhavel;Oelfruechte;Sonnenblumen;NA;NA;NA;2010
Oberhavel;Oelfruechte;Winterraps;NA;NA;NA;2010
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;1993;48.9;9751;2010
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2010
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;2056;44.6;9169;2010
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2010
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;4687;343.5;160993;2010
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;3868;71.8;27791;2010
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;2865;52.6;15070;2010
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2010
Oberspreewald-Lausitz;Getreide;Brotgetreide zusammen;NA;NA;NA;2010
Oberspreewald-Lausitz;Getreide;Futter- und Industriegetreide;NA;NA;NA;2010
Oberspreewald-Lausitz;Getreide;Gerste zusammen;1496;52.7;7886;2010
Oberspreewald-Lausitz;Getreide;Getreide insgesamt;14602;40.2;58638;2010
Oberspreewald-Lausitz;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2010
Oberspreewald-Lausitz;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);13782;38.2;52647;2010
Oberspreewald-Lausitz;Getreide;Hafer;341;24. Feb;824;2010
Oberspreewald-Lausitz;Getreide;Koernermais (einschl. Corn-Cob-Mix);820;73;5991;2010
Oberspreewald-Lausitz;Getreide;Roggen;NA;NA;NA;2010
Oberspreewald-Lausitz;Getreide;Roggen und Wintermenggetreide;8124;36.2;29391;2010
Oberspreewald-Lausitz;Getreide;Sommergerste;145;25. Feb;365;2010
Oberspreewald-Lausitz;Getreide;Triticale;1920;35;6719;2010
Oberspreewald-Lausitz;Getreide;Weizen zusammen;1879;41.6;7817;2010
Oberspreewald-Lausitz;Getreide;Wintergerste;1351;55.7;7521;2010
Oberspreewald-Lausitz;Getreide;Winterweizen einschl. Dinkel;1802;42.5;7668;2010
Oberspreewald-Lausitz;Hackfruechte;Kartoffeln zusammen;475;286.7;13619;2010
Oberspreewald-Lausitz;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2010
Oberspreewald-Lausitz;Hackfruechte;Zuckerrueben;NA;NA;NA;2010
Oberspreewald-Lausitz;Huelsenfruechte;Erbsen;NA;19;NA;2010
Oberspreewald-Lausitz;Huelsenfruechte;Lupinen;461;13;598;2010
Oberspreewald-Lausitz;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2010
Oberspreewald-Lausitz;Oelfruechte;Sonnenblumen;NA;NA;NA;2010
Oberspreewald-Lausitz;Oelfruechte;Winterraps;NA;NA;NA;2010
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;3606;40.1;14447;2010
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2010
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;2203;84.3;18573;2010
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2010
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;10432;278.6;290663;2010
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;7380;34.6;25544;2010
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;5437;34.1;18533;2010
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2010
Oder-Spree;Getreide;Brotgetreide zusammen;NA;NA;NA;2010
Oder-Spree;Getreide;Futter- und Industriegetreide;NA;NA;NA;2010
Oder-Spree;Getreide;Gerste zusammen;3082;51.5;15861;2010
Oder-Spree;Getreide;Getreide insgesamt;31915;39.5;126144;2010
Oder-Spree;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2010
Oder-Spree;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);30766;38.7;119145;2010
Oder-Spree;Getreide;Hafer;922;25. Mrz;2330;2010
Oder-Spree;Getreide;Koernermais (einschl. Corn-Cob-Mix);1150;60.9;7000;2010
Oder-Spree;Getreide;Roggen;NA;NA;NA;2010
Oder-Spree;Getreide;Roggen und Wintermenggetreide;18266;33;60264;2010
Oder-Spree;Getreide;Sommergerste;290;33;954;2010
Oder-Spree;Getreide;Triticale;2976;37.9;11281;2010
Oder-Spree;Getreide;Weizen zusammen;5383;54.5;29357;2010
Oder-Spree;Getreide;Wintergerste;2793;53.4;14907;2010
Oder-Spree;Getreide;Winterweizen einschl. Dinkel;5331;54.7;29155;2010
Oder-Spree;Hackfruechte;Kartoffeln zusammen;226;276.1;6241;2010
Oder-Spree;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2010
Oder-Spree;Hackfruechte;Zuckerrueben;NA;NA;NA;2010
Oder-Spree;Huelsenfruechte;Erbsen;390;19. Apr;757;2010
Oder-Spree;Huelsenfruechte;Lupinen;2129;10;2135;2010
Oder-Spree;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2010
Oder-Spree;Oelfruechte;Sonnenblumen;NA;NA;NA;2010
Oder-Spree;Oelfruechte;Winterraps;NA;NA;NA;2010
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;5630;43.6;24574;2010
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2010
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;1496;77.9;11661;2010
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2010
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;15565;296.6;461615;2010
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;27596;58.4;161053;2010
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;5239;43.6;22841;2010
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2010
Ostprignitz-Ruppin;Getreide;Brotgetreide zusammen;NA;NA;NA;2010
Ostprignitz-Ruppin;Getreide;Futter- und Industriegetreide;NA;NA;NA;2010
Ostprignitz-Ruppin;Getreide;Gerste zusammen;7104;58.4;41465;2010
Ostprignitz-Ruppin;Getreide;Getreide insgesamt;42029;52.2;219448;2010
Ostprignitz-Ruppin;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2010
Ostprignitz-Ruppin;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);39481;51.3;202729;2010
Ostprignitz-Ruppin;Getreide;Hafer;1629;38.4;6256;2010
Ostprignitz-Ruppin;Getreide;Koernermais (einschl. Corn-Cob-Mix);2549;65.6;16720;2010
Ostprignitz-Ruppin;Getreide;Roggen;NA;NA;NA;2010
Ostprignitz-Ruppin;Getreide;Roggen und Wintermenggetreide;17722;43.5;77084;2010
Ostprignitz-Ruppin;Getreide;Sommergerste;615;37.6;2310;2010
Ostprignitz-Ruppin;Getreide;Triticale;3592;52.6;18885;2010
Ostprignitz-Ruppin;Getreide;Weizen zusammen;9418;62.7;59033;2010
Ostprignitz-Ruppin;Getreide;Wintergerste;6489;60.3;39155;2010
Ostprignitz-Ruppin;Getreide;Winterweizen einschl. Dinkel;9050;63.3;57323;2010
Ostprignitz-Ruppin;Hackfruechte;Kartoffeln zusammen;1395;358.5;50007;2010
Ostprignitz-Ruppin;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2010
Ostprignitz-Ruppin;Hackfruechte;Zuckerrueben;57;NA;NA;2010
Ostprignitz-Ruppin;Huelsenfruechte;Erbsen;500;22. Jul;1133;2010
Ostprignitz-Ruppin;Huelsenfruechte;Lupinen;1066;13. Jun;1446;2010
Ostprignitz-Ruppin;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2010
Ostprignitz-Ruppin;Oelfruechte;Sonnenblumen;NA;NA;NA;2010
Ostprignitz-Ruppin;Oelfruechte;Winterraps;NA;NA;NA;2010
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;4828;33.5;16164;2010
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2010
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;1285;55.6;7151;2010
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2010
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;12966;262.5;340342;2010
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;20639;49.3;101762;2010
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;6426;45.3;29120;2010
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2010
Potsdam-Mittelmark;Getreide;Brotgetreide zusammen;NA;NA;NA;2010
Potsdam-Mittelmark;Getreide;Futter- und Industriegetreide;NA;NA;NA;2010
Potsdam-Mittelmark;Getreide;Gerste zusammen;3981;53.9;21443;2010
Potsdam-Mittelmark;Getreide;Getreide insgesamt;37846;46.5;176129;2010
Potsdam-Mittelmark;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2010
Potsdam-Mittelmark;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);36221;45.9;166380;2010
Potsdam-Mittelmark;Getreide;Hafer;991;27. Jul;2744;2010
Potsdam-Mittelmark;Getreide;Koernermais (einschl. Corn-Cob-Mix);1625;60;9749;2010
Potsdam-Mittelmark;Getreide;Roggen;NA;NA;NA;2010
Potsdam-Mittelmark;Getreide;Roggen und Wintermenggetreide;21285;42.9;91224;2010
Potsdam-Mittelmark;Getreide;Sommergerste;240;30. Mai;734;2010
Potsdam-Mittelmark;Getreide;Triticale;4466;44.9;20069;2010
Potsdam-Mittelmark;Getreide;Weizen zusammen;5418;56.8;30785;2010
Potsdam-Mittelmark;Getreide;Wintergerste;3741;55.4;20709;2010
Potsdam-Mittelmark;Getreide;Winterweizen einschl. Dinkel;5359;57;30551;2010
Potsdam-Mittelmark;Hackfruechte;Kartoffeln zusammen;369;243.7;8991;2010
Potsdam-Mittelmark;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2010
Potsdam-Mittelmark;Hackfruechte;Zuckerrueben;71;NA;NA;2010
Potsdam-Mittelmark;Huelsenfruechte;Erbsen;835;20. Mrz;1694;2010
Potsdam-Mittelmark;Huelsenfruechte;Lupinen;1007;17. Aug;1792;2010
Potsdam-Mittelmark;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2010
Potsdam-Mittelmark;Oelfruechte;Sonnenblumen;NA;NA;NA;2010
Potsdam-Mittelmark;Oelfruechte;Winterraps;NA;NA;NA;2010
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;NA;NA;NA;2010
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2010
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;NA;NA;NA;2010
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2010
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Silomais;NA;NA;NA;2010
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Weiden;NA;NA;NA;2010
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;NA;NA;NA;2010
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2010
Potsdam (KfS);Getreide;Brotgetreide zusammen;NA;NA;NA;2010
Potsdam (KfS);Getreide;Futter- und Industriegetreide;NA;NA;NA;2010
Potsdam (KfS);Getreide;Gerste zusammen;NA;NA;NA;2010
Potsdam (KfS);Getreide;Getreide insgesamt;NA;NA;NA;2010
Potsdam (KfS);Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2010
Potsdam (KfS);Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);NA;NA;NA;2010
Potsdam (KfS);Getreide;Hafer;NA;NA;NA;2010
Potsdam (KfS);Getreide;Koernermais (einschl. Corn-Cob-Mix);NA;NA;NA;2010
Potsdam (KfS);Getreide;Roggen;NA;NA;NA;2010
Potsdam (KfS);Getreide;Roggen und Wintermenggetreide;NA;NA;NA;2010
Potsdam (KfS);Getreide;Sommergerste;NA;NA;NA;2010
Potsdam (KfS);Getreide;Triticale;NA;NA;NA;2010
Potsdam (KfS);Getreide;Weizen zusammen;NA;NA;NA;2010
Potsdam (KfS);Getreide;Wintergerste;NA;NA;NA;2010
Potsdam (KfS);Getreide;Winterweizen einschl. Dinkel;NA;NA;NA;2010
Potsdam (KfS);Hackfruechte;Kartoffeln zusammen;NA;NA;NA;2010
Potsdam (KfS);Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2010
Potsdam (KfS);Hackfruechte;Zuckerrueben;NA;NA;NA;2010
Potsdam (KfS);Huelsenfruechte;Erbsen;NA;NA;NA;2010
Potsdam (KfS);Huelsenfruechte;Lupinen;NA;NA;NA;2010
Potsdam (KfS);Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2010
Potsdam (KfS);Oelfruechte;Sonnenblumen;NA;NA;NA;2010
Potsdam (KfS);Oelfruechte;Winterraps;NA;NA;NA;2010
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;4801;45.1;21673;2010
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2010
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;1038;58.9;6110;2010
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2010
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;21013;281.7;591976;2010
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;32891;52.2;171768;2010
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;1287;NA;NA;2010
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2010
Prignitz;Getreide;Brotgetreide zusammen;NA;NA;NA;2010
Prignitz;Getreide;Futter- und Industriegetreide;NA;NA;NA;2010
Prignitz;Getreide;Gerste zusammen;8066;61;49231;2010
Prignitz;Getreide;Getreide insgesamt;47116.24;55.4;260962;2010
Prignitz;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2010
Prignitz;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);44979;54.6;245590;2010
Prignitz;Getreide;Hafer;668;46;3075;2010
Prignitz;Getreide;Koernermais (einschl. Corn-Cob-Mix);2137;71.9;15372;2010
Prignitz;Getreide;Roggen;NA;NA;NA;2010
Prignitz;Getreide;Roggen und Wintermenggetreide;16328;49.1;80201;2010
Prignitz;Getreide;Sommergerste;131;NA;NA;2010
Prignitz;Getreide;Triticale;3991;52;20746;2010
Prignitz;Getreide;Weizen zusammen;15912;58;92326;2010
Prignitz;Getreide;Wintergerste;7935;NA;NA;2010
Prignitz;Getreide;Winterweizen einschl. Dinkel;15792;58.3;92027;2010
Prignitz;Hackfruechte;Kartoffeln zusammen;1920;304.7;58504;2010
Prignitz;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2010
Prignitz;Hackfruechte;Zuckerrueben;442;456.2;20180;2010
Prignitz;Huelsenfruechte;Erbsen;176;NA;NA;2010
Prignitz;Huelsenfruechte;Lupinen;542;19. Aug;1072;2010
Prignitz;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2010
Prignitz;Oelfruechte;Sonnenblumen;NA;NA;NA;2010
Prignitz;Oelfruechte;Winterraps;NA;NA;NA;2010
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;5198;52.7;27403;2010
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2010
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;2900;51.1;14829;2010
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2010
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;6009;268.7;161436;2010
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;5990;45.3;27124;2010
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;5140;43.4;22306;2010
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2010
Spree-Neiße;Getreide;Brotgetreide zusammen;NA;NA;NA;2010
Spree-Neiße;Getreide;Futter- und Industriegetreide;NA;NA;NA;2010
Spree-Neiße;Getreide;Gerste zusammen;2599;45.9;11941;2010
Spree-Neiße;Getreide;Getreide insgesamt;17061;37.2;63466;2010
Spree-Neiße;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2010
Spree-Neiße;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);16590;36.2;60105;2010
Spree-Neiße;Getreide;Hafer;636;37.1;2359;2010
Spree-Neiße;Getreide;Koernermais (einschl. Corn-Cob-Mix);470;71.4;3360;2010
Spree-Neiße;Getreide;Roggen;NA;NA;NA;2010
Spree-Neiße;Getreide;Roggen und Wintermenggetreide;8660;33.1;28664;2010
Spree-Neiße;Getreide;Sommergerste;477;29;1385;2010
Spree-Neiße;Getreide;Triticale;1170;28. Mai;3328;2010
Spree-Neiße;Getreide;Weizen zusammen;3459;39.8;13758;2010
Spree-Neiße;Getreide;Wintergerste;2122;49.7;10556;2010
Spree-Neiße;Getreide;Winterweizen einschl. Dinkel;3399;40.2;13673;2010
Spree-Neiße;Hackfruechte;Kartoffeln zusammen;171;402.5;6882;2010
Spree-Neiße;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2010
Spree-Neiße;Hackfruechte;Zuckerrueben;59;NA;NA;2010
Spree-Neiße;Huelsenfruechte;Erbsen;538;17. Feb;927;2010
Spree-Neiße;Huelsenfruechte;Lupinen;772;11. Feb;866;2010
Spree-Neiße;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2010
Spree-Neiße;Oelfruechte;Sonnenblumen;NA;NA;NA;2010
Spree-Neiße;Oelfruechte;Winterraps;NA;NA;NA;2010
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;3668;44.7;16410;2010
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2010
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;1086;46.9;5097;2010
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2010
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;14332;284.3;407465;2010
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;10182;64.3;65468;2010
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;5359;49.4;26453;2010
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2010
Teltow-Flaeming;Getreide;Brotgetreide zusammen;NA;NA;NA;2010
Teltow-Flaeming;Getreide;Futter- und Industriegetreide;NA;NA;NA;2010
Teltow-Flaeming;Getreide;Gerste zusammen;5393;56.4;30393;2010
Teltow-Flaeming;Getreide;Getreide insgesamt;36306;45;163436;2010
Teltow-Flaeming;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2010
Teltow-Flaeming;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);35293;44.3;156295;2010
Teltow-Flaeming;Getreide;Hafer;583;39.3;2292;2010
Teltow-Flaeming;Getreide;Koernermais (einschl. Corn-Cob-Mix);1013;70.5;7142;2010
Teltow-Flaeming;Getreide;Roggen;NA;NA;NA;2010
Teltow-Flaeming;Getreide;Roggen und Wintermenggetreide;19317;35.8;69062;2010
Teltow-Flaeming;Getreide;Sommergerste;162;28. Apr;462;2010
Teltow-Flaeming;Getreide;Triticale;2632;41.5;10927;2010
Teltow-Flaeming;Getreide;Weizen zusammen;7178;60.7;43553;2010
Teltow-Flaeming;Getreide;Wintergerste;5230;57.2;29932;2010
Teltow-Flaeming;Getreide;Winterweizen einschl. Dinkel;7078;60.9;43113;2010
Teltow-Flaeming;Hackfruechte;Kartoffeln zusammen;2452;361.1;88537;2010
Teltow-Flaeming;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2010
Teltow-Flaeming;Hackfruechte;Zuckerrueben;92;NA;NA;2010
Teltow-Flaeming;Huelsenfruechte;Erbsen;643;27. Mai;1770;2010
Teltow-Flaeming;Huelsenfruechte;Lupinen;432;10. Mai;454;2010
Teltow-Flaeming;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2010
Teltow-Flaeming;Oelfruechte;Sonnenblumen;NA;NA;NA;2010
Teltow-Flaeming;Oelfruechte;Winterraps;NA;NA;NA;2010
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;4911;45.2;22216;2010
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2010
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;3617;53;19170;2010
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2010
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;14222;302.1;429567;2010
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;18579;54.8;101887;2010
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;5985;51.6;30873;2010
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2010
Uckermark;Getreide;Brotgetreide zusammen;NA;NA;NA;2010
Uckermark;Getreide;Futter- und Industriegetreide;NA;NA;NA;2010
Uckermark;Getreide;Gerste zusammen;14899;67.8;100961;2010
Uckermark;Getreide;Getreide insgesamt;80696;67.1;541453;2010
Uckermark;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2010
Uckermark;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);78974;66.8;527890;2010
Uckermark;Getreide;Hafer;1044;37.2;3882;2010
Uckermark;Getreide;Koernermais (einschl. Corn-Cob-Mix);1722;78.7;13563;2010
Uckermark;Getreide;Roggen;NA;NA;NA;2010
Uckermark;Getreide;Roggen und Wintermenggetreide;9234;39.7;36636;2010
